TP_ABRANGENCIA;SG_UF;DS_CARGO;DS_SITUACAO_CANDIDATURA;TP_AGREMIACAO;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;;;;DS_COR_RACA;ST_REELEICAO;ST_DECLARAR_BENS
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;47;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;58;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;AMARELA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;35;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SE;36;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;52;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;RJ;60;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;DF;1º SUPLENTE;APTO;COLIGAÇÃO;DF;48;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;62;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;35;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;68;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;25;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PI;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;PI;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;46;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;55;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;55;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;49;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RS;38;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;47;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;49;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;78;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AM;52;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;46;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MS;2º SUPLENTE;APTO;PARTIDO ISOLADO;MS;40;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;AC;1º SUPLENTE;APTO;COLIGAÇÃO;RJ;52;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;52;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;GO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;GO;52;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;GO;GOVERNADOR;APTO;COLIGAÇÃO;GO;35;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;33;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;BA;44;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;61;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;60;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AM;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;30;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;55;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;49;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;52;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;PE;30;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;1º SUPLENTE;APTO;COLIGAÇÃO;SP;45;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;52;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;47;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;53;MASCULINO;SUPERIOR INCOMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;55;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;DF;32;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;TO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;TO;56;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;GO;45;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;49;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;63;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AM;42;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;CE;39;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;VICE-GOVERNADOR;APTO;COLIGAÇÃO;RJ;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;51;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;53;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;50;MASCULINO;ENSINO MÉDIO COMPLETO;VIÚVO(A);;;;PRETA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;57;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;28;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;49;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;28;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PR;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PR;61;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;AM;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;AM;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;66;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;47;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;32;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;68;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;30;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;34;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PB;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PB;66;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;S;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RS;35;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;37;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;PE;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;49;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;52;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;AM;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AM;31;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;50;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;48;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PRETA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;31;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;51;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;58;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;52;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;PR;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PR;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RO;VICE-GOVERNADOR;APTO;PARTIDO ISOLADO;RO;66;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;DF;49;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;61;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SE;VICE-GOVERNADOR;APTO;COLIGAÇÃO;DF;47;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;52;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PA;57;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;60;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;62;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;66;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;35;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;30;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;63;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SE;28;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SE;43;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;59;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;53;MASCULINO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;60;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;41;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;31;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;58;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;81;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;BA;37;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;CE;51;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RO;35;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;33;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;63;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;53;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AL;66;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;35;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SE;47;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;DF;47;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MS;2º SUPLENTE;APTO;PARTIDO ISOLADO;MS;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;54;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;45;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;39;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;61;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;28;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;58;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;39;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;DF;53;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;54;FEMININO;SUPERIOR INCOMPLETO;VIÚVO(A);;;;INDÍGENA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;DF;53;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;36;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;56;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PI;1º SUPLENTE;APTO;PARTIDO ISOLADO;PI;41;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PR;42;MASCULINO;LÊ E ESCREVE;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;53;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
